Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8
706,16,Female,High School,USA,6.8,Instagram,Yes,5.2,5,Single,4,9
707,17,Male,High School,Canada,7.1,TikTok,Yes,5.0,4,In Relationship,4,9
708,16,Female,High School,UK,6.5,Snapchat,Yes,5.5,5,Single,3,8
709,17,Male,High School,Australia,5.9,Instagram,Yes,6.0,6,Complicated,3,7
710,16,Female,High School,Germany,4.8,Facebook,No,7.2,7,Single,2,5
711,17,Male,High School,France,6.2,TikTok,Yes,5.8,5,In Relationship,4,8
712,16,Female,High School,Japan,5.5,Instagram,Yes,6.1,6,Single,3,7
713,17,Male,High School,South Korea,7.3,YouTube,Yes,4.8,4,In Relationship,5,9
714,16,Female,High School,China,6.9,TikTok,Yes,5.1,5,Single,4,9
715,17,Male,High School,India,5.8,Instagram,Yes,6.2,6,Complicated,3,7
716,16,Female,High School,Brazil,6.4,Snapchat,Yes,5.6,5,In Relationship,4,8
717,17,Male,High School,Mexico,7.0,TikTok,Yes,4.9,4,Single,5,9
718,16,Female,High School,Spain,5.7,Instagram,Yes,6.3,6,Complicated,3,7
719,17,Male,High School,Italy,4.9,Facebook,No,7.0,7,In Relationship,2,5
720,16,Female,High School,Russia,6.1,TikTok,Yes,5.9,5,Single,4,8
721,17,Male,High School,Nigeria,6.8,Instagram,Yes,5.2,5,In Relationship,4,9
722,16,Female,High School,Kenya,5.6,Facebook,Yes,6.1,6,Single,3,7
723,17,Male,High School,Egypt,7.2,YouTube,Yes,4.7,4,Complicated,5,9
724,16,Female,High School,South Africa,6.3,Instagram,Yes,5.5,5,In Relationship,4,8
725,17,Male,High School,Argentina,5.9,TikTok,Yes,6.0,6,Single,3,7
726,16,Female,High School,Chile,4.7,Instagram,No,7.1,7,Complicated,2,5
727,17,Male,High School,Colombia,6.5,Snapchat,Yes,5.4,5,In Relationship,4,8
728,16,Female,High School,Peru,6.9,TikTok,Yes,5.0,4,Single,5,9
729,17,Male,High School,Venezuela,5.4,Facebook,Yes,6.2,6,Complicated,3,7
730,16,Female,High School,Ecuador,7.1,Instagram,Yes,4.8,4,In Relationship,5,9
731,17,Male,High School,Uruguay,5.7,TikTok,Yes,5.8,5,Single,4,8
732,16,Female,High School,Paraguay,6.0,Instagram,Yes,5.7,5,Complicated,3,7
733,17,Male,High School,Bolivia,4.6,Facebook,No,7.3,7,In Relationship,2,5
734,16,Female,High School,Costa Rica,6.4,Snapchat,Yes,5.3,5,Single,4,8
735,17,Male,High School,Panama,6.8,TikTok,Yes,4.9,4,Complicated,5,9
736,16,Female,High School,Jamaica,5.5,Instagram,Yes,6.0,6,In Relationship,3,7
737,17,Male,High School,Trinidad,7.0,YouTube,Yes,4.6,4,Single,5,9
738,16,Female,High School,Bahamas,5.8,TikTok,Yes,5.9,5,Complicated,4,8
739,17,Male,High School,Iceland,4.8,Instagram,No,7.2,7,In Relationship,2,5
740,16,Female,High School,Finland,6.2,Snapchat,Yes,5.4,5,Single,4,8
741,17,Male,High School,Norway,6.6,TikTok,Yes,5.0,4,Complicated,5,9
742,16,Female,High School,Sweden,5.3,Instagram,Yes,6.1,6,In Relationship,3,7
743,17,Male,High School,Denmark,4.9,Facebook,No,7.0,7,Single,2,5
744,16,Female,High School,Netherlands,6.7,TikTok,Yes,4.7,4,In Relationship,5,9
745,17,Male,High School,Belgium,5.6,Instagram,Yes,5.8,5,Complicated,3,7
746,16,Female,High School,Switzerland,4.5,Facebook,No,7.4,7,Single,2,5
747,17,Male,High School,Austria,6.4,Snapchat,Yes,5.2,5,In Relationship,4,8
748,16,Female,High School,Portugal,6.9,TikTok,Yes,4.8,4,Complicated,5,9
749,17,Male,High School,Greece,5.2,Instagram,Yes,6.0,6,Single,3,7
750,16,Female,High School,Ireland,7.1,YouTube,Yes,4.5,4,In Relationship,5,9
751,17,Male,High School,New Zealand,5.9,TikTok,Yes,5.7,5,Complicated,4,8
752,16,Female,High School,Singapore,4.7,Instagram,No,7.1,7,Single,2,5
753,17,Male,High School,Malaysia,6.5,Snapchat,Yes,5.3,5,In Relationship,4,8
754,16,Female,High School,Thailand,6.8,TikTok,Yes,4.9,4,Complicated,5,9
755,17,Male,High School,Vietnam,5.4,Facebook,Yes,6.2,6,Single,3,7
756,16,Female,High School,Philippines,7.0,Instagram,Yes,4.6,4,In Relationship,5,9
757,17,Male,High School,Indonesia,5.7,TikTok,Yes,5.8,5,Complicated,4,8
758,16,Female,High School,Taiwan,4.6,Facebook,No,7.3,7,Single,2,5
759,17,Male,High School,Hong Kong,6.3,Snapchat,Yes,5.4,5,In Relationship,4,8
760,16,Female,High School,Turkey,6.7,TikTok,Yes,5.0,4,Complicated,5,9
761,17,Male,High School,Israel,5.1,Instagram,Yes,6.1,6,Single,3,7
762,16,Female,High School,UAE,7.2,YouTube,Yes,4.4,4,In Relationship,5,9
763,17,Male,High School,Egypt,5.8,TikTok,Yes,5.9,5,Complicated,4,8
764,16,Female,High School,Morocco,4.8,Instagram,No,7.2,7,Single,2,5
765,17,Male,High School,South Africa,6.4,Snapchat,Yes,5.5,5,In Relationship,4,8
766,16,Female,High School,Nigeria,6.9,TikTok,Yes,5.1,4,Complicated,5,9
767,17,Male,High School,Kenya,5.5,Instagram,Yes,6.0,6,Single,3,7
768,16,Female,High School,Ghana,4.6,Facebook,No,7.4,7,In Relationship,2,5
769,17,Male,High School,USA,7.0,YouTube,Yes,4.5,4,Single,5,9
770,16,Female,High School,Canada,5.9,TikTok,Yes,5.8,5,Complicated,4,8
771,17,Male,High School,UK,4.9,Instagram,No,7.1,7,In Relationship,2,5
772,16,Female,High School,Australia,6.5,Snapchat,Yes,5.3,5,Single,4,8
773,17,Male,High School,Germany,6.8,TikTok,Yes,4.9,4,Complicated,5,9
774,16,Female,High School,France,5.4,Instagram,Yes,6.2,6,In Relationship,3,7
775,17,Male,High School,Japan,4.7,Facebook,No,7.3,7,Single,2,5
776,16,Female,High School,South Korea,7.1,YouTube,Yes,4.4,4,In Relationship,5,9
777,17,Male,High School,China,5.6,TikTok,Yes,5.9,5,Complicated,4,8
778,16,Female,High School,India,4.8,Instagram,No,7.2,7,Single,2,5
779,17,Male,High School,Brazil,6.6,Snapchat,Yes,5.2,5,In Relationship,4,8
780,16,Female,High School,Mexico,7.0,TikTok,Yes,4.7,4,Complicated,5,9
781,17,Male,High School,Spain,5.3,Instagram,Yes,6.1,6,Single,3,7
782,16,Female,High School,Italy,4.9,Facebook,No,7.0,7,In Relationship,2,5
783,17,Male,High School,Russia,6.7,YouTube,Yes,4.8,4,Single,5,9
784,16,Female,High School,Nigeria,5.8,TikTok,Yes,5.7,5,Complicated,4,8
785,17,Male,High School,Kenya,4.7,Instagram,No,7.3,7,In Relationship,2,5
786,16,Female,High School,Egypt,6.9,Snapchat,Yes,4.9,4,Single,5,9
787,17,Male,High School,South Africa,5.5,TikTok,Yes,6.0,6,Complicated,3,7
788,16,Female,High School,Argentina,4.6,Facebook,No,7.4,7,In Relationship,2,5
789,17,Male,High School,Chile,6.8,Instagram,Yes,4.8,4,Single,5,9
790,16,Female,High School,Colombia,5.9,TikTok,Yes,5.8,5,Complicated,4,8
791,17,Male,High School,Peru,4.8,Instagram,No,7.2,7,In Relationship,2,5
792,16,Female,High School,Venezuela,6.5,Snapchat,Yes,5.3,5,Single,4,8
793,17,Male,High School,Ecuador,7.1,TikTok,Yes,4.5,4,Complicated,5,9
794,16,Female,High School,Uruguay,5.4,Instagram,Yes,6.2,6,In Relationship,3,7
795,17,Male,High School,Paraguay,4.9,Facebook,No,7.1,7,Single,2,5
796,16,Female,High School,Bolivia,6.7,YouTube,Yes,4.7,4,In Relationship,5,9
797,17,Male,High School,Costa Rica,5.6,TikTok,Yes,5.9,5,Complicated,4,8
798,16,Female,High School,Panama,4.7,Instagram,No,7.3,7,Single,2,5
799,17,Male,High School,Jamaica,6.9,Snapchat,Yes,4.8,4,In Relationship,5,9
800,16,Female,High School,Trinidad,5.7,TikTok,Yes,5.7,5,Complicated,4,8
801,17,Male,High School,Bahamas,4.8,Instagram,No,7.2,7,Single,2,5
802,16,Female,High School,Iceland,6.6,YouTube,Yes,4.9,4,In Relationship,5,9
803,17,Male,High School,Finland,5.5,TikTok,Yes,5.8,5,Complicated,4,8
804,16,Female,High School,Norway,4.7,Instagram,No,7.3,7,Single,2,5
805,17,Male,High School,Sweden,7.0,Snapchat,Yes,4.6,4,In Relationship,5,9
806,16,Female,High School,Denmark,5.8,TikTok,Yes,5.6,5,Complicated,4,8
807,17,Male,High School,Netherlands,4.9,Instagram,No,7.1,7,Single,2,5
808,16,Female,High School,Belgium,6.8,YouTube,Yes,4.7,4,In Relationship,5,9
809,17,Male,High School,Switzerland,5.6,TikTok,Yes,5.7,5,Complicated,4,8
810,16,Female,High School,Austria,4.8,Instagram,No,7.2,7,Single,2,5
811,17,Male,High School,Portugal,7.1,Snapchat,Yes,4.5,4,In Relationship,5,9
812,16,Female,High School,Greece,5.7,TikTok,Yes,5.9,5,Complicated,4,8
813,17,Male,High School,Ireland,4.9,Instagram,No,7.0,7,Single,2,5
814,16,Female,High School,New Zealand,6.9,YouTube,Yes,4.8,4,In Relationship,5,9
815,17,Male,High School,Singapore,5.5,TikTok,Yes,5.8,5,Complicated,4,8
816,16,Female,High School,Malaysia,4.8,Instagram,No,7.3,7,Single,2,5
817,17,Male,High School,Thailand,7.0,Snapchat,Yes,4.6,4,In Relationship,5,9
818,16,Female,High School,Vietnam,5.6,TikTok,Yes,5.7,5,Complicated,4,8
819,17,Male,High School,Philippines,4.9,Instagram,No,7.1,7,Single,2,5
820,16,Female,High School,Indonesia,6.8,YouTube,Yes,4.7,4,In Relationship,5,9
821,17,Male,High School,Taiwan,5.7,TikTok,Yes,5.6,5,Complicated,4,8
822,16,Female,High School,Hong Kong,4.8,Instagram,No,7.4,7,Single,2,5
823,17,Male,High School,Turkey,7.1,Snapchat,Yes,4.5,4,In Relationship,5,9
824,16,Female,High School,Israel,5.5,TikTok,Yes,5.9,5,Complicated,4,8
825,17,Male,High School,UAE,4.9,Instagram,No,7.2,7,Single,2,5
826,16,Female,High School,Egypt,6.9,YouTube,Yes,4.6,4,In Relationship,5,9
827,17,Male,High School,Morocco,5.6,TikTok,Yes,5.8,5,Complicated,4,8
828,16,Female,High School,South Africa,4.8,Instagram,No,7.3,7,Single,2,5
829,17,Male,High School,Nigeria,7.0,Snapchat,Yes,4.7,4,In Relationship,5,9
830,16,Female,High School,Kenya,5.7,TikTok,Yes,5.7,5,Complicated,4,8
831,17,Male,High School,Ghana,4.9,Instagram,No,7.1,7,Single,2,5
832,16,Female,High School,USA,6.8,YouTube,Yes,4.8,4,In Relationship,5,9
833,17,Male,High School,Canada,5.6,TikTok,Yes,5.9,5,Complicated,4,8
834,16,Female,High School,UK,4.8,Instagram,No,7.2,7,Single,2,5
835,17,Male,High School,Australia,7.1,Snapchat,Yes,4.6,4,In Relationship,5,9
836,16,Female,High School,Germany,5.5,TikTok,Yes,5.8,5,Complicated,4,8
837,17,Male,High School,France,4.9,Instagram,No,7.3,7,Single,2,5
838,16,Female,High School,Japan,6.9,YouTube,Yes,4.7,4,In Relationship,5,9
839,17,Male,High School,South Korea,5.6,TikTok,Yes,5.7,5,Complicated,4,8
840,16,Female,High School,China,4.8,Instagram,No,7.4,7,Single,2,5
841,17,Male,High School,India,7.0,Snapchat,Yes,4.5,4,In Relationship,5,9
842,16,Female,High School,Brazil,5.7,TikTok,Yes,5.9,5,Complicated,4,8
843,17,Male,High School,Mexico,4.9,Instagram,No,7.2,7,Single,2,5
844,16,Female,High School,Spain,6.8,YouTube,Yes,4.6,4,In Relationship,5,9
845,17,Male,High School,Italy,5.5,TikTok,Yes,5.8,5,Complicated,4,8
846,16,Female,High School,Russia,4.8,Instagram,No,7.3,7,Single,2,5
847,17,Male,High School,Nigeria,7.1,Snapchat,Yes,4.4,4,In Relationship,5,9
848,16,Female,High School,Kenya,5.6,TikTok,Yes,5.9,5,Complicated,4,8
849,17,Male,High School,Egypt,4.9,Instagram,No,7.2,7,Single,2,5
850,16,Female,High School,South Africa,6.9,YouTube,Yes,4.7,4,In Relationship,5,9
851,17,Male,High School,Argentina,5.7,TikTok,Yes,5.7,5,Complicated,4,8
852,16,Female,High School,Chile,4.8,Instagram,No,7.3,7,Single,2,5
853,17,Male,High School,Colombia,7.0,Snapchat,Yes,4.5,4,In Relationship,5,9
854,16,Female,High School,Peru,5.5,TikTok,Yes,5.8,5,Complicated,4,8
855,17,Male,High School,Venezuela,4.9,Instagram,No,7.1,7,Single,2,5
856,16,Female,High School,Ecuador,6.8,YouTube,Yes,4.8,4,In Relationship,5,9
857,17,Male,High School,Uruguay,5.6,TikTok,Yes,5.9,5,Complicated,4,8
858,16,Female,High School,Paraguay,4.8,Instagram,No,7.4,7,Single,2,5
859,17,Male,High School,Bolivia,7.1,Snapchat,Yes,4.6,4,In Relationship,5,9
860,16,Female,High School,Costa Rica,5.5,TikTok,Yes,5.8,5,Complicated,4,8
861,17,Male,High School,Panama,4.9,Instagram,No,7.2,7,Single,2,5
862,16,Female,High School,Jamaica,6.9,YouTube,Yes,4.7,4,In Relationship,5,9
863,17,Male,High School,Trinidad,5.6,TikTok,Yes,5.7,5,Complicated,4,8
864,16,Female,High School,Bahamas,4.8,Instagram,No,7.3,7,Single,2,5
865,17,Male,High School,Iceland,7.0,Snapchat,Yes,4.5,4,In Relationship,5,9
866,16,Female,High School,Finland,5.5,TikTok,Yes,5.9,5,Complicated,4,8
867,17,Male,High School,Norway,4.9,Instagram,No,7.1,7,Single,2,5
868,16,Female,High School,Sweden,6.8,YouTube,Yes,4.6,4,In Relationship,5,9
869,17,Male,High School,Denmark,5.6,TikTok,Yes,5.8,5,Complicated,4,8
870,16,Female,High School,Netherlands,4.8,Instagram,No,7.4,7,Single,2,5
871,17,Male,High School,Belgium,7.1,Snapchat,Yes,4.5,4,In Relationship,5,9
872,16,Female,High School,Switzerland,5.5,TikTok,Yes,5.9,5,Complicated,4,8
873,17,Male,High School,Austria,4.9,Instagram,No,7.2,7,Single,2,5
874,16,Female,High School,Portugal,6.9,YouTube,Yes,4.7,4,In Relationship,5,9
875,17,Male,High School,Greece,5.6,TikTok,Yes,5.8,5,Complicated,4,8
876,16,Female,High School,Ireland,4.8,Instagram,No,7.3,7,Single,2,5
877,17,Male,High School,New Zealand,7.0,Snapchat,Yes,4.6,4,In Relationship,5,9
878,16,Female,High School,Singapore,5.5,TikTok,Yes,5.7,5,Complicated,4,8
879,17,Male,High School,Malaysia,4.9,Instagram,No,7.2,7,Single,2,5
880,16,Female,High School,Thailand,6.8,YouTube,Yes,4.8,4,In Relationship,5,9
881,17,Male,High School,Vietnam,5.6,TikTok,Yes,5.9,5,Complicated,4,8
882,16,Female,High School,Philippines,4.8,Instagram,No,7.1,7,Single,2,5
883,17,Male,High School,Indonesia,7.1,Snapchat,Yes,4.5,4,In Relationship,5,9
884,16,Female,High School,Taiwan,5.5,TikTok,Yes,5.8,5,Complicated,4,8
885,17,Male,High School,Hong Kong,4.9,Instagram,No,7.4,7,Single,2,5
886,16,Female,High School,Turkey,6.9,YouTube,Yes,4.7,4,In Relationship,5,9
887,17,Male,High School,Israel,5.6,TikTok,Yes,5.7,5,Complicated,4,8
888,16,Female,High School,UAE,4.8,Instagram,No,7.3,7,Single,2,5
889,17,Male,High School,Egypt,7.0,Snapchat,Yes,4.6,4,In Relationship,5,9
890,16,Female,High School,Morocco,5.5,TikTok,Yes,5.8,5,Complicated,4,8
891,17,Male,High School,South Africa,4.9,Instagram,No,7.2,7,Single,2,5
892,16,Female,High School,Nigeria,6.8,YouTube,Yes,4.7,4,In Relationship,5,9
893,17,Male,High School,Kenya,5.6,TikTok,Yes,5.9,5,Complicated,4,8
894,16,Female,High School,Ghana,4.8,Instagram,No,7.1,7,Single,2,5
895,17,Male,High School,USA,7.1,Snapchat,Yes,4.5,4,In Relationship,5,9
896,16,Female,High School,Canada,5.5,TikTok,Yes,5.8,5,Complicated,4,8
897,17,Male,High School,UK,4.9,Instagram,No,7.3,7,Single,2,5
898,16,Female,High School,Australia,6.9,YouTube,Yes,4.6,4,In Relationship,5,9
899,17,Male,High School,Germany,5.6,TikTok,Yes,5.7,5,Complicated,4,8
900,16,Female,High School,France,4.8,Instagram,No,7.4,7,Single,2,5
901,17,Male,High School,Japan,7.0,Snapchat,Yes,4.5,4,In Relationship,5,9
902,16,Female,High School,South Korea,5.5,TikTok,Yes,5.9,5,Complicated,4,8
903,17,Male,High School,China,4.9,Instagram,No,7.2,7,Single,2,5
904,16,Female,High School,India,6.8,YouTube,Yes,4.7,4,In Relationship,5,9
905,17,Male,High School,Brazil,5.6,TikTok,Yes,5.8,5,Complicated,4,8
